Date,Corridor,Delay_Type,Minutes_Delayed
2024-05-16,North-South,signal,41.0
2024-05-16,East-West,mechanical,35.0
2024-05-16,East-West,traffic,31.0
2024-05-16,East-West,staff,41.0
2024-05-16,East-West,signal,45.0
2024-05-16,East-West,accident,46.0
2024-05-16,Central,mechanical,27.0
2024-05-16,Central, weather ,43.0
2024-05-16,Central,traffic,
2024-05-16,Central,staff,31.0
2024-05-16,Central,signal,31.0
2024-05-16,Coastal,mechanical,34.0
2024-05-16,Coastal,traffic,37.0
2024-05-16,Coastal,staff,
2024-05-16,Coastal,signal,36.0
2024-05-16,Coastal,accident,41.0
2024-05-16,Mountain,mechanical,33.0
2024-05-16,Mountain,traffic,26.0
2024-05-16,Mountain,staff,32.0
2024-05-16,Mountain,signal,30.0
2024-05-16,Mountain,accident,32.0
2024-05-16,Valley, weather ,34.0
2024-05-16,Valley,traffic,
2024-05-16,Valley,staff,
2024-05-16,Valley,signal,35.0
2024-05-16,Valley,accident,34.0
2024-05-17,North-South,mechanical,29.0
2024-05-17,North-South, weather ,35.0
2024-05-17,North-South,traffic,31.0
2024-05-17,North-South,signal,31.0
2024-05-17,North-South,accident,35.0
2024-05-17,East-West,mechanical,34.0
2024-05-17,East-West, weather ,36.0
2024-05-17,East-West,staff,28.0
2024-05-17,East-West,signal,28.0
2024-05-17,East-West,accident,35.0
2024-05-17,Central, weather ,40.0
2024-05-17,Central,traffic,36.0
2024-05-17,Central,staff,39.0
2024-05-17,Central,signal,39.0
2024-05-17,Central,accident,32.0
2024-05-17,Coastal,mechanical,46.0
2024-05-17,Coastal,traffic,36.0
2024-05-17,Coastal,staff,42.0
2024-05-17,Coastal,signal,28.0
2024-05-17,Mountain,,22.0
2024-05-17,Mountain,traffic,40.0
2024-05-17,Mountain,staff,35.0
2024-05-17,Mountain,signal,41.0
2024-05-17,Valley,mechanical,33.0
2024-05-17,Valley, weather ,38.0
2024-05-17,Valley,traffic,38.0
2024-05-17,Valley,staff,38.0
2024-05-17,Valley,signal,28.0
2024-05-17,Valley,accident,41.0
2024-05-18,North-South,mechanical,24.0
2024-05-18,North-South,staff,31.0
2024-05-18,North-South,signal,34.0
2024-05-18,North-South,accident,35.0
2024-05-18,East-West,mechanical,
2024-05-18,East-West,traffic,31.0
2024-05-18,East-West,staff,39.0
2024-05-18,East-West,signal,
2024-05-18,East-West,accident,37.0
2024-05-18,Central, weather ,34.0
2024-05-18,Central,traffic,
2024-05-18,Central,staff,35.0
2024-05-18,Central,signal,30.0
2024-05-18,Central,accident,
2024-05-18,Coastal,mechanical,29.0
2024-05-18,Coastal, weather ,23.0
2024-05-18,Coastal,traffic,24.0
2024-05-18,Coastal,staff,27.0
2024-05-18,Coastal,signal,32.0
2024-05-18,Coastal,accident,30.0
2024-05-18,Mountain,mechanical,37.0
2024-05-18,Mountain,traffic,31.0
2024-05-18,Mountain,staff,40.0
2024-05-18,Mountain,signal,35.0
2024-05-18,Mountain,accident,32.0
2024-05-18,Valley,mechanical,
2024-05-18,Valley, weather ,38.0
2024-05-18,Valley,traffic,25.0
2024-05-18,Valley,staff,31.0
2024-05-18,Valley,signal,34.0
2024-05-18,Valley,accident,29.0
2024-05-19,North-South, weather ,37.0
2024-05-19,North-South,traffic,42.0
2024-05-19,North-South,signal,38.0
2024-05-19,North-South,accident,41.0
2024-05-19,East-West,mechanical,35.0
2024-05-19,East-West, weather ,42.0
2024-05-19,East-West,signal,41.0
2024-05-19,Central, weather ,32.0
2024-05-19,Central,traffic,31.0
2024-05-19,Central,staff,25.0
2024-05-19,Central,accident,35.0
2024-05-19,Coastal,mechanical,43.0
2024-05-19,Coastal, weather ,35.0
2024-05-19,Coastal,traffic,42.0
2024-05-19,Coastal,staff,35.0
2024-05-19,Coastal,signal,35.0
2024-05-19,Coastal,accident,26.0
2024-05-19,Mountain,mechanical,40.0
2024-05-19,Mountain,traffic,32.0
2024-05-19,Mountain,staff,35.0
2024-05-19,Mountain,signal,44.0
2024-05-19,Valley, weather ,34.0
2024-05-19,Valley,traffic,
2024-05-19,Valley,staff,36.0
2024-05-19,Valley,signal,36.0
2024-05-19,Valley,accident,31.0
2024-05-20,North-South, weather ,29.0
2024-05-20,North-South,traffic,30.0
2024-05-20,North-South,staff,43.0
2024-05-20,North-South,signal,29.0
2024-05-20,North-South,accident,33.0
2024-05-20,East-West,mechanical,30.0
2024-05-20,East-West,traffic,30.0
2024-05-20,East-West,accident,35.0
2024-05-20,Central,mechanical,32.0
2024-05-20,Central, weather ,
2024-05-20,Central,traffic,31.0
2024-05-20,Central,signal,29.0
2024-05-20,Central,accident,
2024-05-20,Coastal, weather ,37.0
2024-05-20,Coastal,traffic,
2024-05-20,Coastal,staff,38.0
2024-05-20,Coastal,signal,39.0
2024-05-20,Coastal,accident,46.0
2024-05-20,Mountain,mechanical,37.0
2024-05-20,Mountain, weather ,49.0
2024-05-20,Mountain,traffic,45.0
2024-05-20,Mountain,staff,45.0
2024-05-20,Mountain,accident,
2024-05-20,Valley,mechanical,38.0
2024-05-20,Valley, weather ,37.0
2024-05-20,Valley,traffic,41.0
2024-05-20,Valley,staff,39.0
2024-05-20,Valley,accident,37.0
2024-05-21,North-South,mechanical,35.0
2024-05-21,North-South, weather ,41.0
2024-05-21,North-South,traffic,35.0
2024-05-21,North-South,signal,38.0
2024-05-21,North-South,accident,35.0
2024-05-21,East-West,mechanical,34.0
2024-05-21,East-West,traffic,39.0
2024-05-21,East-West,staff,37.0
2024-05-21,East-West,signal,34.0
2024-05-21,East-West,accident,26.0
2024-05-21,Central, weather ,36.0
2024-05-21,Central,traffic,34.0
2024-05-21,Central,staff,34.0
2024-05-21,Central,signal,31.0
2024-05-21,Central,accident,33.0
2024-05-21,Coastal,mechanical,34.0
2024-05-21,Coastal,traffic,28.0
2024-05-21,Coastal,staff,
2024-05-21,Coastal,signal,34.0
2024-05-21,Coastal,accident,28.0
2024-05-21,Mountain,mechanical,41.0
2024-05-21,Mountain, weather ,38.0
2024-05-21,Mountain,staff,51.0
2024-05-21,Mountain,signal,41.0
2024-05-21,Mountain,accident,33.0
2024-05-21,Valley,traffic,33.0
2024-05-21,Valley,staff,33.0
2024-05-21,Valley,signal,
2024-05-21,Valley,accident,26.0
2024-05-22,North-South,mechanical,35.0
2024-05-22,North-South, weather ,31.0
2024-05-22,North-South,traffic,33.0
2024-05-22,North-South,staff,33.0
2024-05-22,North-South,signal,39.0
2024-05-22,North-South,accident,38.0
2024-05-22,East-West,mechanical,28.0
2024-05-22,East-West, weather ,
2024-05-22,East-West,traffic,28.0
2024-05-22,East-West,staff,34.0
2024-05-22,East-West,signal,39.0
2024-05-22,Central,mechanical,40.0
2024-05-22,Central, weather ,48.0
2024-05-22,Central,traffic,39.0
2024-05-22,Central,staff,
2024-05-22,Central,signal,28.0
2024-05-22,Central,accident,35.0
2024-05-22,Coastal,mechanical,27.0
2024-05-22,Coastal, weather ,
2024-05-22,Coastal,traffic,40.0
2024-05-22,Coastal,staff,34.0
2024-05-22,Coastal,signal,44.0
2024-05-22,Coastal,accident,32.0
2024-05-22,Mountain,mechanical,32.0
2024-05-22,Mountain, weather ,41.0
2024-05-22,Mountain,traffic,24.0
2024-05-22,Mountain,signal,36.0
2024-05-22,Mountain,accident,37.0
2024-05-22,Valley,mechanical,41.0
2024-05-22,Valley, weather ,36.0
2024-05-22,Valley,staff,35.0
2024-05-22,Valley,signal,28.0
2024-05-22,Valley,accident,46.0
2024-05-23,North-South,mechanical,33.0
2024-05-23,North-South, weather ,37.0
2024-05-23,North-South,traffic,36.0
2024-05-23,North-South,signal,42.0
2024-05-23,North-South,accident,38.0
2024-05-23,East-West, weather ,33.0
2024-05-23,East-West,traffic,35.0
2024-05-23,East-West,signal,34.0
2024-05-23,East-West,accident,34.0
2024-05-23,Central,mechanical,26.0
2024-05-23,Central, weather ,32.0
2024-05-23,Central,traffic,30.0
2024-05-23,Central,staff,30.0
2024-05-23,Central,signal,47.0
2024-05-23,Central,accident,
2024-05-23,Coastal,mechanical,37.0
2024-05-23,Coastal, weather ,25.0
2024-05-23,Coastal,traffic,45.0
2024-05-23,Coastal,staff,34.0
2024-05-23,Coastal,signal,28.0
2024-05-23,Coastal,accident,45.0
2024-05-23,Mountain,traffic,33.0
2024-05-23,Mountain,staff,36.0
2024-05-23,Mountain,signal,38.0
2024-05-23,Mountain,,33.0
2024-05-23,Valley,mechanical,27.0
2024-05-23,Valley, weather ,
2024-05-23,Valley,staff,34.0
2024-05-23,Valley,signal,44.0
2024-05-24,North-South,mechanical,40.0
2024-05-24,North-South, weather ,36.0
2024-05-24,North-South,traffic,29.0
2024-05-24,North-South,staff,42.0
2024-05-24,North-South,signal,32.0
2024-05-24,North-South,accident,31.0
2024-05-24,East-West,mechanical,33.0
2024-05-24,East-West, weather ,30.0
2024-05-24,East-West,traffic,29.0
2024-05-24,East-West,staff,
2024-05-24,East-West,signal,22.0
2024-05-24,East-West,accident,35.0
2024-05-24,Central,mechanical,37.0
2024-05-24,Central, weather ,32.0
2024-05-24,Central,traffic,35.0
2024-05-24,Central,staff,30.0
2024-05-24,Central,signal,40.0
2024-05-24,Central,accident,38.0
2024-05-24,Coastal,mechanical,34.0
2024-05-24,Coastal, weather ,33.0
2024-05-24,Coastal,traffic,33.0
2024-05-24,Coastal,accident,34.0
2024-05-24,Mountain,traffic,33.0
2024-05-24,Mountain,signal,28.0
2024-05-24,Mountain,accident,39.0
2024-05-24,Valley,mechanical,38.0
2024-05-24,Valley, weather ,39.0
2024-05-24,Valley,staff,31.0
2024-05-24,Valley,signal,33.0
2024-05-24,Valley,accident,33.0
2024-05-25,North-South,mechanical,35.0
2024-05-25,North-South, weather ,34.0
2024-05-25,North-South,traffic,37.0
2024-05-25,North-South,staff,38.0
2024-05-25,North-South,signal,33.0
2024-05-25,East-West,mechanical,31.0
2024-05-25,East-West, weather ,33.0
2024-05-25,East-West,traffic,35.0
2024-05-25,East-West,staff,
2024-05-25,East-West,signal,30.0
2024-05-25,East-West,accident,38.0
2024-05-25,Central, weather ,27.0
2024-05-25,Central,,36.0
2024-05-25,Central,staff,
2024-05-25,Central,signal,34.0
2024-05-25,Coastal,mechanical,30.0
2024-05-25,Coastal, weather ,
2024-05-25,Coastal,traffic,33.0
2024-05-25,Coastal,staff,34.0
2024-05-25,Coastal,signal,39.0
2024-05-25,Coastal,accident,23.0
2024-05-25,Mountain,mechanical,45.0
2024-05-25,Mountain, weather ,34.0
2024-05-25,Mountain,,34.0
2024-05-25,Mountain,signal,36.0
2024-05-25,Mountain,accident,31.0
2024-05-25,Valley,mechanical,35.0
2024-05-25,Valley, weather ,35.0
2024-05-25,Valley,,32.0
2024-05-25,Valley,staff,30.0
2024-05-25,Valley,signal,23.0
2024-05-25,Valley,accident,39.0
2024-05-26,North-South,mechanical,42.0
2024-05-26,North-South, weather ,49.0
2024-05-26,North-South,traffic,46.0
2024-05-26,North-South,staff,36.0
2024-05-26,East-West,mechanical,36.0
2024-05-26,East-West, weather ,34.0
2024-05-26,East-West,signal,40.0
2024-05-26,Central,mechanical,37.0
2024-05-26,Central,traffic,29.0
2024-05-26,Central,staff,41.0
2024-05-26,Central,signal,26.0
2024-05-26,Central,accident,31.0
2024-05-26,Coastal,mechanical,31.0
2024-05-26,Coastal, weather ,44.0
2024-05-26,Coastal,accident,40.0
2024-05-26,Mountain,mechanical,32.0
2024-05-26,Mountain, weather ,36.0
2024-05-26,Mountain,traffic,25.0
2024-05-26,Mountain,staff,34.0
2024-05-26,Mountain,signal,28.0
2024-05-26,Valley,mechanical,36.0
2024-05-26,Valley,traffic,45.0
2024-05-26,Valley,staff,40.0
2024-05-26,Valley,signal,34.0
2024-05-26,Valley,accident,32.0
2024-05-27,North-South,mechanical,38.0
2024-05-27,North-South, weather ,40.0
2024-05-27,North-South,traffic,35.0
2024-05-27,North-South,staff,39.0
2024-05-27,North-South,signal,27.0
2024-05-27,East-West,mechanical,35.0
2024-05-27,East-West, weather ,33.0
2024-05-27,East-West,traffic,45.0
2024-05-27,East-West,staff,40.0
2024-05-27,East-West,signal,36.0
2024-05-27,East-West,accident,30.0
2024-05-27,Central,mechanical,32.0
2024-05-27,Central, weather ,27.0
2024-05-27,Central,staff,37.0
2024-05-27,Central,accident,36.0
2024-05-27,Coastal,mechanical,43.0
2024-05-27,Coastal, weather ,
2024-05-27,Coastal,traffic,39.0
2024-05-27,Coastal,staff,37.0
2024-05-27,Coastal,signal,29.0
2024-05-27,Coastal,accident,44.0
2024-05-27,Mountain,mechanical,44.0
2024-05-27,Mountain,traffic,28.0
2024-05-27,Mountain,staff,32.0
2024-05-27,Mountain,signal,39.0
2024-05-27,Mountain,accident,51.0
2024-05-27,Valley,mechanical,36.0
2024-05-27,Valley, weather ,44.0
2024-05-27,Valley,traffic,37.0
2024-05-27,Valley,staff,42.0
2024-05-27,Valley,signal,38.0
2024-05-27,Valley,accident,33.0
2024-05-28,North-South,mechanical,40.0
2024-05-28,North-South, weather ,42.0
2024-05-28,North-South,staff,33.0
2024-05-28,North-South,accident,37.0
2024-05-28,East-West,mechanical,41.0
2024-05-28,East-West, weather ,46.0
2024-05-28,East-West,traffic,42.0
2024-05-28,East-West,staff,27.0
2024-05-28,East-West,signal,22.0
2024-05-28,Central,mechanical,36.0
2024-05-28,Central, weather ,32.0
2024-05-28,Central,traffic,30.0
2024-05-28,Central,staff,39.0
2024-05-28,Central,accident,43.0
2024-05-28,Coastal,mechanical,34.0
2024-05-28,Coastal, weather ,37.0
2024-05-28,Coastal,staff,42.0
2024-05-28,Coastal,signal,43.0
2024-05-28,Coastal,accident,38.0
2024-05-28,Mountain,mechanical,35.0
2024-05-28,Mountain, weather ,44.0
2024-05-28,Mountain,traffic,26.0
2024-05-28,Mountain,signal,39.0
2024-05-28,Mountain,accident,39.0
2024-05-28,Valley,mechanical,26.0
2024-05-28,Valley, weather ,41.0
2024-05-28,Valley,traffic,32.0
2024-05-28,Valley,staff,23.0
2024-05-28,Valley,signal,31.0
2024-05-28,Valley,accident,32.0
2024-05-29,North-South,mechanical,36.0
2024-05-29,North-South,,42.0
2024-05-29,North-South,staff,41.0
2024-05-29,North-South,signal,
2024-05-29,North-South,accident,35.0
2024-05-29,East-West,mechanical,40.0
2024-05-29,East-West, weather ,43.0
2024-05-29,East-West,staff,
2024-05-29,East-West,signal,42.0
2024-05-29,East-West,accident,27.0
2024-05-29,Central,mechanical,34.0
2024-05-29,Central, weather ,33.0
2024-05-29,Central,traffic,41.0
2024-05-29,Central,staff,35.0
2024-05-29,Central,signal,41.0
2024-05-29,Central,accident,
2024-05-29,Coastal,mechanical,38.0
2024-05-29,Coastal, weather ,30.0
2024-05-29,Coastal,traffic,36.0
2024-05-29,Coastal,staff,37.0
2024-05-29,Coastal,signal,35.0
2024-05-29,Coastal,accident,25.0
2024-05-29,Mountain,mechanical,35.0
2024-05-29,Mountain, weather ,36.0
2024-05-29,Mountain,traffic,46.0
2024-05-29,Mountain,staff,25.0
2024-05-29,Mountain,signal,26.0
2024-05-29,Mountain,accident,34.0
2024-05-29,Valley,mechanical,31.0
2024-05-29,Valley, weather ,45.0
2024-05-29,Valley,staff,40.0
2024-05-29,Valley,signal,
2024-05-29,Valley,accident,23.0
2024-05-30,North-South,mechanical,37.0
2024-05-30,North-South,,39.0
2024-05-30,North-South,traffic,32.0
2024-05-30,North-South,staff,31.0
2024-05-30,North-South,signal,
2024-05-30,North-South,accident,24.0
2024-05-30,East-West,mechanical,33.0
2024-05-30,East-West, weather ,41.0
2024-05-30,East-West,traffic,31.0
2024-05-30,East-West,staff,34.0
2024-05-30,East-West,,35.0
2024-05-30,Central,mechanical,37.0
2024-05-30,Central, weather ,34.0
2024-05-30,Central,traffic,43.0
2024-05-30,Central,signal,32.0
2024-05-30,Central,accident,41.0
2024-05-30,Coastal,mechanical,28.0
2024-05-30,Coastal, weather ,37.0
2024-05-30,Coastal,traffic,38.0
2024-05-30,Coastal,staff,40.0
2024-05-30,Coastal,signal,40.0
2024-05-30,Coastal,accident,38.0
2024-05-30,Mountain,mechanical,31.0
2024-05-30,Mountain, weather ,34.0
2024-05-30,Mountain,traffic,29.0
2024-05-30,Mountain,staff,36.0
2024-05-30,Mountain,signal,37.0
2024-05-30,Mountain,accident,41.0
2024-05-30,Valley, weather ,36.0
2024-05-30,Valley,traffic,38.0
2024-05-30,Valley,staff,33.0
2024-05-30,Valley,signal,28.0
2024-05-30,Valley,accident,36.0
2024-05-31,North-South,mechanical,49.0
2024-05-31,North-South, weather ,41.0
2024-05-31,North-South,traffic,31.0
2024-05-31,North-South,staff,30.0
2024-05-31,North-South,signal,35.0
2024-05-31,North-South,accident,29.0
2024-05-31,East-West,mechanical,39.0
2024-05-31,East-West, weather ,32.0
2024-05-31,East-West,traffic,31.0
2024-05-31,East-West,signal,41.0
2024-05-31,East-West,accident,
2024-05-31,Central,,40.0
2024-05-31,Central,staff,38.0
2024-05-31,Central,signal,38.0
2024-05-31,Central,accident,49.0
2024-05-31,Coastal,mechanical,26.0
2024-05-31,Coastal, weather ,38.0
2024-05-31,Coastal,traffic,32.0
2024-05-31,Coastal,staff,36.0
2024-05-31,Coastal,accident,32.0
2024-05-31,Mountain,mechanical,36.0
2024-05-31,Mountain, weather ,42.0
2024-05-31,Mountain,staff,
2024-05-31,Mountain,signal,37.0
2024-05-31,Mountain,accident,35.0
2024-05-31,Valley,mechanical,32.0
2024-05-31,Valley, weather ,41.0
2024-05-31,Valley,traffic,
2024-05-31,Valley,staff,30.0
2024-05-31,Valley,signal,28.0
2024-06-01,North-South,mechanical,29.0
2024-06-01,North-South, weather ,41.0
2024-06-01,North-South,traffic,27.0
2024-06-01,North-South,staff,
2024-06-01,North-South,signal,44.0
2024-06-01,North-South,accident,28.0
2024-06-01,East-West,mechanical,32.0
2024-06-01,East-West, weather ,36.0
2024-06-01,East-West,traffic,34.0
2024-06-01,East-West,staff,
2024-06-01,East-West,signal,32.0
2024-06-01,East-West,accident,35.0
2024-06-01,Central,mechanical,37.0
2024-06-01,Central, weather ,25.0
2024-06-01,Central,staff,33.0
2024-06-01,Central,signal,32.0
2024-06-01,Coastal,mechanical,44.0
2024-06-01,Coastal,traffic,28.0
2024-06-01,Coastal,staff,35.0
2024-06-01,Coastal,signal,34.0
2024-06-01,Coastal,accident,40.0
2024-06-01,Mountain,mechanical,
2024-06-01,Mountain,traffic,29.0
2024-06-01,Mountain,signal,29.0
2024-06-01,Mountain,accident,31.0
2024-06-01,Valley,mechanical,28.0
2024-06-01,Valley, weather ,40.0
2024-06-01,Valley,traffic,39.0
2024-06-01,Valley,staff,30.0
2024-06-01,Valley,signal,39.0
2024-06-02,North-South,mechanical,35.0
2024-06-02,North-South, weather ,29.0
2024-06-02,North-South,traffic,36.0
2024-06-02,North-South,staff,44.0
2024-06-02,North-South,signal,31.0
2024-06-02,North-South,accident,43.0
2024-06-02,East-West, weather ,39.0
2024-06-02,East-West,traffic,35.0
2024-06-02,East-West,staff,35.0
2024-06-02,East-West,signal,40.0
2024-06-02,East-West,accident,31.0
2024-06-02,Central,mechanical,41.0
2024-06-02,Central, weather ,
2024-06-02,Central,traffic,33.0
2024-06-02,Central,staff,30.0
2024-06-02,Central,signal,35.0
2024-06-02,Central,accident,38.0
2024-06-02,Coastal,mechanical,38.0
2024-06-02,Coastal, weather ,30.0
2024-06-02,Coastal,traffic,33.0
2024-06-02,Coastal,staff,34.0
2024-06-02,Coastal,signal,40.0
2024-06-02,Coastal,accident,35.0
2024-06-02,Mountain,mechanical,35.0
2024-06-02,Mountain, weather ,40.0
2024-06-02,Mountain,traffic,25.0
2024-06-02,Mountain,staff,33.0
2024-06-02,Mountain,signal,40.0
2024-06-02,Mountain,accident,37.0
2024-06-02,Valley, weather ,36.0
2024-06-02,Valley,traffic,30.0
2024-06-02,Valley,staff,40.0
2024-06-02,Valley,signal,40.0
2024-06-02,Valley,accident,38.0
2024-06-03,North-South, weather ,35.0
2024-06-03,North-South,traffic,27.0
2024-06-03,North-South,staff,40.0
2024-06-03,North-South,signal,34.0
2024-06-03,East-West, weather ,
2024-06-03,East-West,traffic,37.0
2024-06-03,East-West,staff,34.0
2024-06-03,East-West,accident,29.0
2024-06-03,Central,mechanical,35.0
2024-06-03,Central, weather ,36.0
2024-06-03,Central,traffic,44.0
2024-06-03,Central,staff,32.0
2024-06-03,Central,signal,45.0
2024-06-03,Central,accident,34.0
2024-06-03,Coastal,mechanical,35.0
2024-06-03,Coastal, weather ,34.0
2024-06-03,Coastal,traffic,39.0
2024-06-03,Coastal,staff,27.0
2024-06-03,Coastal,signal,22.0
2024-06-03,Coastal,accident,37.0
2024-06-03,Mountain,mechanical,28.0
2024-06-03,Mountain, weather ,34.0
2024-06-03,Mountain,traffic,30.0
2024-06-03,Mountain,staff,35.0
2024-06-03,Mountain,signal,44.0
2024-06-03,Mountain,accident,
2024-06-03,Valley,mechanical,35.0
2024-06-03,Valley,traffic,41.0
2024-06-03,Valley,staff,40.0
2024-06-03,Valley,signal,38.0
2024-06-03,Valley,accident,34.0
2024-06-04,North-South,mechanical,39.0
2024-06-04,North-South, weather ,31.0
2024-06-04,North-South,staff,41.0
2024-06-04,North-South,signal,34.0
2024-06-04,North-South,accident,25.0
2024-06-04,East-West,mechanical,38.0
2024-06-04,East-West, weather ,32.0
2024-06-04,East-West,traffic,
2024-06-04,East-West,staff,35.0
2024-06-04,East-West,signal,32.0
2024-06-04,East-West,accident,28.0
2024-06-04,Central,mechanical,33.0
2024-06-04,Central, weather ,32.0
2024-06-04,Central,traffic,37.0
2024-06-04,Central,staff,40.0
2024-06-04,Central,signal,31.0
2024-06-04,Central,accident,41.0
2024-06-04,Coastal,mechanical,45.0
2024-06-04,Coastal, weather ,36.0
2024-06-04,Coastal,traffic,37.0
2024-06-04,Coastal,staff,33.0
2024-06-04,Coastal,signal,27.0
2024-06-04,Coastal,accident,36.0
2024-06-04,Mountain,mechanical,37.0
2024-06-04,Mountain, weather ,31.0
2024-06-04,Mountain,staff,31.0
2024-06-04,Mountain,signal,39.0
2024-06-04,Mountain,accident,41.0
2024-06-04,Valley,mechanical,36.0
2024-06-04,Valley, weather ,35.0
2024-06-04,Valley,traffic,29.0
2024-06-04,Valley,staff,32.0
2024-06-04,Valley,signal,32.0
2024-06-04,Valley,accident,37.0
2024-06-05,North-South,mechanical,35.0
2024-06-05,North-South, weather ,
2024-06-05,North-South,traffic,32.0
2024-06-05,North-South,accident,36.0
2024-06-05,East-West,mechanical,30.0
2024-06-05,East-West, weather ,32.0
2024-06-05,East-West,traffic,36.0
2024-06-05,East-West,staff,33.0
2024-06-05,East-West,accident,37.0
2024-06-05,Central,mechanical,37.0
2024-06-05,Central, weather ,38.0
2024-06-05,Central,traffic,27.0
2024-06-05,Central,staff,
2024-06-05,Central,signal,35.0
2024-06-05,Central,accident,45.0
2024-06-05,Coastal,mechanical,52.0
2024-06-05,Coastal, weather ,43.0
2024-06-05,Coastal,traffic,40.0
2024-06-05,Coastal,staff,25.0
2024-06-05,Coastal,signal,44.0
2024-06-05,Coastal,accident,27.0
2024-06-05,Mountain,mechanical,27.0
2024-06-05,Mountain,traffic,40.0
2024-06-05,Mountain,staff,32.0
2024-06-05,Mountain,signal,33.0
2024-06-05,Mountain,accident,32.0
2024-06-05,Valley,mechanical,39.0
2024-06-05,Valley, weather ,36.0
2024-06-05,Valley,traffic,38.0
2024-06-05,Valley,staff,37.0
2024-06-05,Valley,signal,37.0
2024-06-05,Valley,accident,37.0
2024-06-06,North-South, weather ,29.0
2024-06-06,North-South,traffic,38.0
2024-06-06,North-South,staff,33.0
2024-06-06,North-South,signal,35.0
2024-06-06,North-South,accident,32.0
2024-06-06,East-West,mechanical,32.0
2024-06-06,East-West, weather ,34.0
2024-06-06,East-West,traffic,
2024-06-06,East-West,staff,37.0
2024-06-06,East-West,signal,31.0
2024-06-06,East-West,accident,26.0
2024-06-06,Central,mechanical,35.0
2024-06-06,Central, weather ,31.0
2024-06-06,Central,staff,40.0
2024-06-06,Central,signal,41.0
2024-06-06,Coastal,mechanical,24.0
2024-06-06,Coastal, weather ,31.0
2024-06-06,Coastal,traffic,41.0
2024-06-06,Coastal,staff,42.0
2024-06-06,Coastal,signal,32.0
2024-06-06,Coastal,accident,37.0
2024-06-06,Mountain,mechanical,34.0
2024-06-06,Mountain, weather ,31.0
2024-06-06,Mountain,traffic,37.0
2024-06-06,Mountain,staff,33.0
2024-06-06,Mountain,signal,39.0
2024-06-06,Mountain,accident,33.0
2024-06-06,Valley, weather ,
2024-06-06,Valley,traffic,22.0
2024-06-06,Valley,staff,33.0
2024-06-06,Valley,signal,45.0
2024-06-06,Valley,accident,30.0
2024-06-07,North-South,mechanical,39.0
2024-06-07,North-South,traffic,47.0
2024-06-07,North-South,staff,44.0
2024-06-07,North-South,signal,33.0
2024-06-07,East-West,mechanical,28.0
2024-06-07,East-West, weather ,45.0
2024-06-07,East-West,traffic,27.0
2024-06-07,East-West,signal,45.0
2024-06-07,East-West,accident,34.0
2024-06-07,Central,mechanical,30.0
2024-06-07,Central, weather ,27.0
2024-06-07,Central,traffic,39.0
2024-06-07,Central,,32.0
2024-06-07,Coastal,mechanical,37.0
2024-06-07,Coastal, weather ,30.0
2024-06-07,Coastal,traffic,32.0
2024-06-07,Coastal,staff,34.0
2024-06-07,Coastal,accident,37.0
2024-06-07,Mountain,mechanical,39.0
2024-06-07,Mountain, weather ,35.0
2024-06-07,Mountain,traffic,36.0
2024-06-07,Mountain,staff,45.0
2024-06-07,Mountain,signal,34.0
2024-06-07,Mountain,accident,34.0
2024-06-07,Valley,mechanical,35.0
2024-06-07,Valley,traffic,43.0
2024-06-07,Valley,staff,27.0
2024-06-07,Valley,signal,28.0
2024-06-07,Valley,accident,26.0
2024-06-08,North-South,mechanical,32.0
2024-06-08,North-South,,31.0
2024-06-08,North-South,staff,34.0
2024-06-08,North-South,signal,29.0
2024-06-08,North-South,accident,36.0
2024-06-08,East-West,,34.0
2024-06-08,East-West,,31.0
2024-06-08,East-West,traffic,29.0
2024-06-08,East-West,accident,29.0
2024-06-08,Central,mechanical,42.0
2024-06-08,Central, weather ,39.0
2024-06-08,Central,traffic,41.0
2024-06-08,Central,staff,41.0
2024-06-08,Central,accident,32.0
2024-06-08,Coastal,mechanical,47.0
2024-06-08,Coastal, weather ,40.0
2024-06-08,Coastal,,33.0
2024-06-08,Coastal,staff,36.0
2024-06-08,Coastal,signal,35.0
2024-06-08,Coastal,accident,35.0
2024-06-08,Mountain,mechanical,34.0
2024-06-08,Mountain, weather ,38.0
2024-06-08,Mountain,traffic,40.0
2024-06-08,Mountain,staff,36.0
2024-06-08,Mountain,signal,28.0
2024-06-08,Mountain,accident,40.0
2024-06-08,Valley, weather ,32.0
2024-06-08,Valley,traffic,23.0
2024-06-08,Valley,staff,40.0
2024-06-08,Valley,accident,
2024-06-09,North-South, weather ,36.0
2024-06-09,North-South,traffic,30.0
2024-06-09,North-South,staff,35.0
2024-06-09,North-South,accident,26.0
2024-06-09,East-West,mechanical,40.0
2024-06-09,East-West, weather ,26.0
2024-06-09,East-West,traffic,36.0
2024-06-09,East-West,staff,37.0
2024-06-09,East-West,signal,35.0
2024-06-09,East-West,accident,35.0
2024-06-09,Central,mechanical,31.0
2024-06-09,Central,staff,33.0
2024-06-09,Central,signal,33.0
2024-06-09,Central,accident,41.0
2024-06-09,Coastal,mechanical,23.0
2024-06-09,Coastal, weather ,54.0
2024-06-09,Coastal,traffic,25.0
2024-06-09,Coastal,staff,31.0
2024-06-09,Coastal,signal,41.0
2024-06-09,Coastal,accident,39.0
2024-06-09,Mountain,mechanical,35.0
2024-06-09,Mountain, weather ,39.0
2024-06-09,Mountain,traffic,34.0
